timestamps,code,open,close,high,low,vol,name,industry,block,MA4,MA8,MA12,MA16,MA20,MA47,stage
2024-12-09,21,20.26,19.91,20.42,19.75,399022.0,深科技,计算机、通信和其他电子设备制造业,主板,20.05,20.17374999999998,19.879166666666645,20.017500000000005,20.301999999999985,19.37021276595745,0
2024-12-10,21,20.5,20.03,20.6,20.0,606651.0,深科技,计算机、通信和其他电子设备制造业,主板,20.055,20.163749999999983,19.90499999999998,20.023750000000003,20.179999999999986,19.476170212765968,0
2024-12-11,21,19.89,20.0,20.24,19.85,382780.0,深科技,计算机、通信和其他电子设备制造业,主板,20.035,20.14374999999998,19.97666666666665,20.003750000000004,20.082999999999984,19.55000000000001,0
2024-12-12,21,20.0,20.09,20.3,19.65,509679.0,深科技,计算机、通信和其他电子设备制造业,主板,20.0075,20.06874999999998,20.07333333333332,19.988750000000003,20.037499999999984,19.59063829787236,0
2024-12-13,21,19.9,19.71,20.05,19.54,458863.0,深科技,计算机、通信和其他电子设备制造业,主板,19.9575,20.003749999999982,20.101666666666645,19.898750000000003,20.00549999999998,19.64510638297874,0
2024-12-16,21,19.68,19.24,19.75,19.13,351596.0,深科技,计算机、通信和其他电子设备制造业,主板,19.759999999999994,19.907499999999985,20.029166666666644,19.86875000000001,19.970999999999982,19.69638297872342,0
2024-12-17,21,19.13,18.94,19.4,18.92,308831.0,深科技,计算机、通信和其他电子设备制造业,主板,19.494999999999997,19.764999999999983,19.927499999999977,19.856250000000006,19.90199999999998,19.765531914893632,0
2024-12-18,21,19.01,19.44,19.64,18.86,433382.0,深科技,计算机、通信和其他电子设备制造业,主板,19.332499999999992,19.669999999999987,19.82333333333332,19.88812500000001,19.85749999999998,19.83297872340427,0
2024-12-19,21,19.16,20.0,20.07,19.08,605596.0,深科技,计算机、通信和其他电子设备制造业,主板,19.404999999999998,19.681249999999988,19.80416666666665,19.92750000000001,19.799999999999983,19.922127659574485,0
2024-12-20,21,19.9,20.23,20.55,19.7,779340.0,深科技,计算机、通信和其他电子设备制造业,主板,19.6525,19.706249999999983,19.82249999999998,19.93500000000001,19.825499999999984,20.02063829787236,0
2024-12-23,21,20.88,20.27,21.68,20.2,1199850.0,深科技,计算机、通信和其他电子设备制造业,主板,19.985,19.739999999999988,19.83833333333332,19.941875000000003,19.881999999999984,20.116382978723426,0
2024-12-24,21,20.31,20.28,20.5,19.66,735336.0,深科技,计算机、通信和其他电子设备制造业,主板,20.195,19.763749999999987,19.844999999999985,19.91625,19.949499999999983,20.194255319148954,0
2024-12-25,21,20.26,19.76,20.42,19.66,496776.0,深科技,计算机、通信和其他电子设备制造业,主板,20.135,19.769999999999985,19.832499999999985,19.886875,19.96899999999998,20.24191489361704,0
2024-12-26,21,19.62,20.52,20.64,19.59,806175.0,深科技,计算机、通信和其他电子设备制造业,主板,20.2075,19.929999999999986,19.87333333333332,19.91875,19.989499999999985,20.30723404255321,0
2024-12-27,21,20.4,20.66,21.08,20.31,956009.0,深科技,计算机、通信和其他电子设备制造业,主板,20.305,20.144999999999985,19.92833333333332,19.955,20.014499999999977,20.37382978723405,0
2024-12-30,21,20.53,20.48,20.79,20.18,524671.0,深科技,计算机、通信和其他电子设备制造业,主板,20.355,20.274999999999984,19.96083333333332,19.972500000000004,20.00399999999998,20.442340425531928,0
2024-12-31,21,20.47,19.06,20.48,19.0,741113.0,深科技,计算机、通信和其他电子设备制造业,主板,20.18,20.157499999999985,19.90666666666665,19.919375,19.945499999999974,20.44382978723406,0
2025-01-02,21,19.03,18.15,19.07,17.87,603186.0,深科技,计算机、通信和其他电子设备制造业,主板,19.587499999999995,19.897499999999987,19.81583333333332,19.80187500000001,19.852499999999974,20.38553191489364,0
2025-01-03,21,18.2,17.51,18.31,17.5,460063.0,深科技,计算机、通信和其他电子设备制造业,主板,18.8,19.552499999999984,19.696666666666648,19.64625,19.723999999999982,20.32021276595746,0
2025-01-06,21,17.47,17.42,17.71,17.21,300910.0,深科技,计算机、通信和其他电子设备制造业,主板,18.035,19.194999999999983,19.52833333333332,19.479375000000005,19.58499999999998,20.209148936170227,0
2025-01-07,21,17.51,17.83,17.85,17.38,371864.0,深科技,计算机、通信和其他电子设备制造业,主板,17.727499999999996,18.95374999999998,19.347499999999982,19.361875000000005,19.480999999999977,20.085957446808525,0
2025-01-08,21,17.66,17.62,17.92,16.93,443306.0,深科技,计算机、通信和其他电子设备制造业,主板,17.595,18.591249999999985,19.129999999999985,19.260625000000005,19.36049999999998,20.00851063829789,0
2025-01-09,21,17.5,17.87,18.18,17.5,423154.0,深科技,计算机、通信和其他电子设备制造业,主板,17.685,18.242499999999986,18.929999999999986,19.193750000000005,19.25399999999998,19.95893617021278,0
2025-01-10,21,17.8,17.49,18.33,17.49,418714.0,深科技,计算机、通信和其他电子设备制造业,主板,17.702499999999993,17.868749999999988,18.697499999999984,19.07187500000001,19.12399999999998,19.89000000000001,0
2025-01-13,21,17.1,17.38,17.55,16.94,273918.0,深科技,计算机、通信和其他电子设备制造业,主板,17.589999999999996,17.658749999999987,18.49916666666665,18.908125000000005,19.007499999999983,19.820425531914907,0
2025-01-14,21,17.51,18.4,18.43,17.34,488551.0,深科技,计算机、通信和其他电子设备制造业,主板,17.784999999999997,17.689999999999987,18.322499999999984,18.793750000000006,18.96549999999998,19.76829787234044,0
2025-01-15,21,18.32,18.14,18.46,18.1,314190.0,深科技,计算机、通信和其他电子设备制造业,主板,17.852499999999996,17.768749999999986,18.112499999999983,18.660625000000003,18.925499999999985,19.70148936170214,0
2025-01-16,21,18.34,18.1,18.57,17.9,335328.0,深科技,计算机、通信和其他电子设备制造业,主板,18.005,17.853749999999987,17.914166666666652,18.524375000000006,18.85849999999998,19.588510638297887,0
2025-01-17,21,18.01,18.29,18.47,17.91,391927.0,深科技,计算机、通信和其他电子设备制造业,主板,18.2325,17.91124999999999,17.849999999999984,18.432500000000008,18.772999999999985,19.49957446808512,0
2025-01-20,21,18.6,19.78,20.12,18.42,1512330.0,深科技,计算机、通信和其他电子设备制造业,主板,18.5775,18.181249999999988,17.985833333333314,18.38625000000001,18.75049999999998,19.45361702127661,0
2025-01-21,21,19.65,19.72,19.79,19.23,1049400.0,深科技,计算机、通信和其他电子设备制造业,主板,18.9725,18.412499999999987,18.169999999999984,18.32750000000001,18.722999999999985,19.426382978723414,0
2025-01-22,21,19.73,19.86,20.05,19.6,809561.0,深科技,计算机、通信和其他电子设备制造业,主板,19.4125,18.708749999999988,18.37333333333332,18.28875000000001,18.701999999999988,19.415957446808523,0
2025-01-23,21,20.03,19.48,20.42,19.48,725892.0,深科技,计算机、通信和其他电子设备制造业,主板,19.71,18.971249999999987,18.51083333333332,18.31500000000001,18.687999999999988,19.40638297872341,0
2025-01-24,21,19.33,19.7,19.75,19.3,507565.0,深科技,计算机、通信和其他电子设备制造业,主板,19.69,19.133749999999985,18.684166666666645,18.411875000000013,18.646999999999988,19.393191489361715,0
2025-01-27,21,19.75,19.1,19.79,19.1,416792.0,深科技,计算机、通信和其他电子设备制造业,主板,19.535000000000004,19.253749999999982,18.786666666666644,18.51125000000001,18.56899999999999,19.36702127659576,0
2025-02-05,21,19.45,19.4,19.73,19.23,432879.0,深科技,计算机、通信和其他电子设备制造业,主板,19.420000000000005,19.416249999999984,18.945833333333308,18.63500000000001,18.514999999999983,19.329787234042566,0
2025-02-06,21,19.29,20.18,20.2,19.25,725014.0,深科技,计算机、通信和其他电子设备制造业,主板,19.595,19.652499999999986,19.17916666666665,18.781875000000014,18.570999999999987,19.33957446808512,0
2025-02-07,21,20.09,20.15,20.55,19.8,944204.0,深科技,计算机、通信和其他电子设备制造业,主板,19.7075,19.698749999999983,19.32499999999997,18.94000000000001,18.67099999999998,19.36106382978725,0
2025-02-10,21,20.13,20.53,20.63,20.12,803593.0,深科技,计算机、通信和其他电子设备制造业,主板,20.065,19.799999999999983,19.524166666666645,19.106250000000014,18.821999999999985,19.39510638297873,0
2025-02-11,21,20.38,20.1,20.4,20.03,536424.0,深科技,计算机、通信和其他电子设备制造业,主板,20.239999999999995,19.829999999999984,19.69083333333332,19.26937500000001,18.95599999999998,19.41063829787236,0
2025-02-12,21,20.01,20.58,20.58,19.99,687643.0,深科技,计算机、通信和其他电子设备制造业,主板,20.34,19.967499999999983,19.881666666666643,19.469375000000014,19.093499999999985,19.42063829787235,0
2025-02-13,21,20.5,19.98,20.5,19.9,575277.0,深科技,计算机、通信和其他电子设备制造业,主板,20.2975,20.002499999999984,19.89833333333331,19.568125000000013,19.211499999999987,19.416808510638308,0
2025-02-14,21,19.91,20.13,20.21,19.66,458053.0,深科技,计算机、通信和其他电子设备制造业,主板,20.1975,20.131249999999984,19.93249999999998,19.692500000000013,19.324499999999983,19.40489361702129,1
2025-02-17,21,20.25,20.55,20.74,20.1,866830.0,深科技,计算机、通信和其他电子设备制造业,主板,20.309999999999995,20.274999999999984,19.989999999999977,19.845625000000013,19.477499999999985,19.411702127659584,1
2025-02-18,21,20.38,19.72,20.53,19.66,622924.0,深科技,计算机、通信和其他电子设备制造业,主板,20.094999999999995,20.217499999999983,20.009999999999973,19.935000000000013,19.59449999999999,19.40553191489363,1
2025-02-19,21,19.75,20.91,20.97,19.75,1273370.0,深科技,计算机、通信和其他电子设备制造业,主板,20.327499999999997,20.312499999999982,20.110833333333307,20.005625000000016,19.719999999999988,19.42319148936172,1
2025-02-20,21,20.87,20.79,21.09,20.53,771463.0,深科技,计算机、通信和其他电子设备制造业,主板,20.4925,20.34499999999998,20.251666666666644,20.07250000000002,19.852499999999992,19.435744680851077,1
2025-02-21,21,20.76,21.35,21.42,20.5,1250000.0,深科技,计算机、通信和其他电子设备制造业,主板,20.692499999999992,20.50124999999998,20.41416666666664,20.16562500000002,20.014999999999997,19.466382978723413,1
2025-02-24,21,21.52,21.22,21.55,20.93,946182.0,深科技,计算机、通信和其他电子设备制造业,主板,21.067499999999992,20.581249999999983,20.500833333333308,20.27437500000002,20.1615,19.491702127659583,1
2025-02-25,21,20.53,20.65,21.07,20.51,724038.0,深科技,计算机、通信和其他电子设备制造业,主板,21.002499999999987,20.664999999999985,20.54249999999997,20.33375000000002,20.204999999999988,19.50553191489363,1
2025-02-26,21,20.7,21.13,21.27,20.36,850131.0,深科技,计算机、通信和其他电子设备制造业,主板,21.087499999999988,20.789999999999985,20.592499999999976,20.460625000000014,20.275499999999987,19.527659574468093,1
2025-02-27,21,21.36,21.25,22.15,20.62,1050330.0,深科技,计算机、通信和其他电子设备制造业,主板,21.0625,20.877499999999984,20.688333333333308,20.57625000000002,20.344999999999988,19.560425531914905,1
2025-02-28,21,20.95,20.04,21.2,20.02,888774.0,深科技,计算机、通信和其他电子设备制造业,主板,20.767499999999988,20.917499999999983,20.643333333333302,20.56750000000002,20.372999999999987,19.57744680851065,1
2025-03-03,21,20.31,20.3,21.25,19.8,812448.0,深科技,计算机、通信和其他电子设备制造业,主板,20.68,20.841249999999985,20.669999999999977,20.576875000000022,20.402999999999988,19.60638297872341,1
2025-03-04,21,20.01,20.69,21.09,19.9,773383.0,深科技,计算机、通信和其他电子设备制造业,主板,20.57,20.82874999999998,20.716666666666644,20.58687500000002,20.482499999999987,19.63297872340426,0
2025-03-05,21,20.6,20.27,20.76,20.14,546405.0,深科技,计算机、通信和其他电子设备制造业,主板,20.324999999999992,20.693749999999987,20.69333333333331,20.597500000000014,20.52599999999999,19.638723404255323,0
2025-03-06,21,20.5,20.6,20.84,20.43,715207.0,深科技,计算机、通信和其他电子设备制造业,主板,20.465,20.616249999999987,20.766666666666644,20.59875000000002,20.546999999999983,19.64659574468085,0
2025-03-07,21,20.41,20.08,20.53,19.96,621152.0,深科技,计算机、通信和其他电子设备制造业,主板,20.41,20.544999999999984,20.69749999999998,20.605000000000015,20.543499999999987,19.64255319148937,0
2025-03-10,21,20.06,19.89,20.15,19.74,410701.0,深科技,计算机、通信和其他电子设备制造业,主板,20.21,20.389999999999983,20.62249999999998,20.590000000000018,20.511499999999987,19.63425531914894,0
2025-03-11,21,19.52,19.77,19.87,19.48,331334.0,深科技,计算机、通信和其他电子设备制造业,主板,20.085,20.204999999999988,20.49083333333332,20.541250000000016,20.494999999999987,19.634468085106388,0
2025-03-12,21,19.85,20.22,20.77,19.82,679098.0,深科技,计算机、通信和其他电子设备制造业,主板,19.989999999999995,20.22749999999999,20.40749999999998,20.57250000000001,20.47699999999999,19.628085106382983,0
2025-03-13,21,20.23,19.67,20.23,19.42,501259.0,深科技,计算机、通信和其他电子设备制造业,主板,19.8875,20.148749999999986,20.325833333333318,20.49500000000001,20.461499999999987,19.60702127659576,0
2025-03-14,21,19.62,20.1,20.12,19.55,446382.0,深科技,计算机、通信和其他电子设备制造业,主板,19.939999999999998,20.074999999999985,20.23999999999998,20.45187500000001,20.459999999999987,19.59893617021277,0
2025-03-17,21,20.28,20.49,20.75,20.17,587258.0,深科技,计算机、通信和其他电子设备制造业,主板,20.119999999999997,20.102499999999985,20.176666666666648,20.39812500000001,20.456999999999987,19.629361702127667,0
2025-03-18,21,20.58,20.65,20.87,20.4,533391.0,深科技,计算机、通信和其他电子设备制造业,主板,20.227499999999992,20.108749999999983,20.22749999999998,20.36250000000001,20.503499999999992,19.68255319148937,0
2025-03-19,21,20.47,20.19,20.55,20.12,389670.0,深科技,计算机、通信和其他电子设备制造业,主板,20.357499999999987,20.122499999999988,20.21833333333332,20.333750000000013,20.467499999999987,19.739574468085124,0
2025-03-20,21,20.17,19.89,20.31,19.87,357394.0,深科技,计算机、通信和其他电子设备制造业,主板,20.305,20.122499999999988,20.15166666666665,20.25625000000001,20.42249999999999,19.79212765957448,0
2025-03-21,21,19.83,19.54,19.96,19.46,356132.0,深科技,计算机、通信和其他电子设备制造业,主板,20.067499999999992,20.093749999999982,20.090833333333315,20.149375000000013,20.331999999999987,19.82851063829788,0
2025-03-24,21,19.59,19.54,19.63,19.03,298963.0,深科技,计算机、通信和其他电子设备制造业,主板,19.789999999999992,20.008749999999985,20.00249999999998,20.118125000000013,20.247999999999987,19.869361702127662,0
2025-03-25,21,19.47,19.27,19.55,19.2,177656.0,深科技,计算机、通信和其他电子设备制造业,主板,19.559999999999988,19.958749999999988,19.934999999999985,20.05375000000001,20.178999999999988,19.899148936170217,0
